,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
34,0.8387,0.4871,0.9084,0.4871,0.0916,0.4871,0.4729,0.469,0.5561,0.8246
35,0.8414,0.4743,0.914,0.4743,0.086,0.4743,0.4842,0.4662,0.5561,0.8246
36,0.8447,0.4646,0.9195,0.4646,0.0805,0.4646,0.4974,0.4663,0.5561,0.8246
37,0.846,0.457,0.9219,0.457,0.078,0.457,0.5042,0.4626,0.5561,0.8246
38,0.846,0.4461,0.9244,0.4461,0.0756,0.4461,0.5105,0.4575,0.5561,0.8246
39,0.8474,0.4424,0.9267,0.4424,0.0732,0.4424,0.5032,0.4552,0.5561,0.8246
40,0.8487,0.4278,0.9307,0.4278,0.0693,0.4278,0.5182,0.4484,0.5561,0.8246
41,0.8467,0.4049,0.933,0.4049,0.067,0.4049,0.4955,0.4312,0.5561,0.8246
42,0.8448,0.3981,0.933,0.3981,0.067,0.3981,0.4602,,0.5561,0.8246
43,0.8489,0.3951,0.9386,0.3951,0.0614,0.3951,0.4767,,0.5561,0.8246
44,0.8509,0.3854,0.9427,0.3854,0.0573,0.3854,0.479,,0.5561,0.8246
45,0.8502,0.3779,0.9435,0.3779,0.0565,0.3779,0.4791,,0.5561,0.8246
46,0.8515,0.3722,0.9459,0.3722,0.0541,0.3722,0.4853,,0.5561,0.8246
47,0.8536,0.3722,0.9483,0.3722,0.0517,0.3722,0.4954,,0.5561,0.8246
48,0.8543,0.3634,0.9506,0.3634,0.0494,0.3634,0.5054,,0.5561,0.8246
49,0.8543,0.348,0.953,0.348,0.047,0.348,0.5104,,0.5561,0.8246
50,0.853,0.3246,0.9555,0.3246,0.0445,0.3246,0.5067,,0.5561,0.8246
51,0.853,0.3149,0.957,0.3149,0.043,0.3149,0.5108,,0.5561,0.8246
52,0.8517,0.3034,0.957,0.3034,0.043,0.3034,0.5007,,0.5561,0.8246
53,0.851,0.2906,0.9587,0.2906,0.0413,0.2906,0.4882,,0.5561,0.8246
54,0.8543,0.2906,0.9626,0.2906,0.0374,0.2906,0.5417,,0.5561,0.8246
55,0.8523,0.2715,0.9626,0.2715,0.0374,0.2715,0.5247,,0.5561,0.8246
56,0.851,0.2618,0.9626,0.2618,0.0374,0.2618,0.5015,,0.5561,0.8246
57,0.851,0.2618,0.9626,0.2618,0.0374,0.2618,0.5015,,0.5561,0.8246
58,0.8503,0.253,0.9634,0.253,0.0366,0.253,0.5547,,0.5561,0.8246
59,0.8503,0.2293,0.9676,0.2293,0.0324,0.2293,0.39,,0.5561,0.8246
60,0.8496,0.2258,0.9676,0.2258,0.0324,0.2258,0.3887,,0.5561,0.8246
61,0.8491,0.2223,0.9684,0.2223,0.0316,0.2223,0.3903,,0.5561,0.8246
62,0.8498,0.2223,0.9692,0.2223,0.0308,0.2223,0.3933,,0.5561,0.8246
63,0.8518,0.2223,0.9717,0.2223,0.0283,0.2223,0.4076,,0.5561,0.8246
64,0.8531,0.2184,0.9742,0.2184,0.0258,0.2184,0.399,,0.5561,0.8246
65,0.8525,0.2118,0.975,0.2118,0.025,0.2118,0.4116,,0.5561,0.8246
66,0.8525,0.2088,0.9759,0.2088,0.0241,0.2088,0.4119,,0.5561,0.8246
67,0.8511,0.2018,0.9759,0.2018,0.0241,0.2018,0.381,,0.5561,0.8246
68,0.8511,0.1988,0.9768,0.1988,0.0233,0.1988,0.381,,0.5561,0.8246
69,0.8491,0.1858,0.9776,0.1858,0.0224,0.1858,0.3742,,0.5561,0.8246
70,0.8505,0.1767,0.9819,0.1767,0.0181,0.1767,0.3815,,0.5561,0.8246
71,0.8512,0.1662,0.9861,0.1662,0.0139,0.1662,0.3412,,0.5561,0.8246
72,0.852,0.1662,0.9869,0.1662,0.0131,0.1662,0.3523,,0.5561,0.8246
73,0.8527,0.1571,0.9902,0.1571,0.0098,0.1571,0.4192,,0.5561,0.8246
74,0.8508,0.1481,0.9902,0.1481,0.0098,0.1481,0.2525,,0.5561,0.8246
75,0.8503,0.1481,0.9902,0.1481,0.0098,0.1481,0.2525,,0.5561,0.8246
76,0.8503,0.1481,0.9902,0.1481,0.0098,0.1481,0.2525,,0.5561,0.8246
77,0.8524,0.1481,0.9927,0.1481,0.0073,0.1481,0.2642,,0.5561,0.8246
78,0.8524,0.1481,0.9927,0.1481,0.0073,0.1481,0.2642,,0.5561,0.8246
79,0.8543,0.1481,0.995,0.1481,0.005,0.1481,0.2988,,0.5561,0.8246
80,0.8543,0.1446,0.9958,0.1446,0.0042,0.1446,0.3025,,0.5561,0.8246
81,0.851,0.1272,0.9958,0.1272,0.0042,0.1272,0.2954,,0.5561,0.8246
82,0.8503,0.1237,0.9958,0.1237,0.0042,0.1237,0.2936,,0.5561,0.8246
83,0.8497,0.1203,0.9958,0.1203,0.0042,0.1203,0.2917,,0.5561,0.8246
84,0.8483,0.1133,0.9958,0.1133,0.0042,0.1133,0.287,,0.5561,0.8246
85,0.847,0.1029,0.9967,0.1029,0.0033,0.1029,0.2857,,0.5561,0.8246
86,0.845,0.0925,0.9967,0.0925,0.0033,0.0925,0.2727,,0.5561,0.8246
87,0.845,0.0856,0.9983,0.0856,0.0017,0.0856,0.2857,,0.5561,0.8246
88,0.845,0.0821,0.9992,0.0821,0.0008,0.0821,0.3,,0.5561,0.8246
89,0.8456,0.0821,1.0,0.0821,0.0,0.0821,0.3333,,0.5561,0.8246
90,0.8431,0.0641,1.0,0.0641,0.0,0.0641,0.3333,,0.5561,0.8246
91,0.8399,0.0379,1.0,0.0379,0.0,0.0379,0.1667,,0.5561,0.8246
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5561,0.8246
