,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2792,0.5561,0.8246
1,0.2057,1.0,0.0497,1.0,0.9503,1.0,0.1693,0.2871,0.5561,0.8246
2,0.3286,0.9903,0.1944,0.9903,0.8056,0.9903,0.1911,0.3187,0.5561,0.8246
3,0.4474,0.9797,0.3365,0.9797,0.6635,0.9797,0.2253,0.364,0.5561,0.8246
4,0.5049,0.9568,0.4073,0.9568,0.5927,0.9568,0.2459,0.3886,0.5561,0.8246
5,0.535,0.935,0.4457,0.935,0.5543,0.935,0.2594,0.4026,0.5561,0.8246
6,0.5729,0.9273,0.4937,0.9273,0.5063,0.9273,0.2741,0.4197,0.5561,0.8246
7,0.6098,0.9077,0.5433,0.9077,0.4567,0.9077,0.2874,0.4335,0.5561,0.8246
8,0.6432,0.8804,0.5911,0.8804,0.4088,0.8804,0.3031,0.4473,0.5561,0.8246
9,0.6754,0.8515,0.6367,0.8515,0.3633,0.8515,0.3192,0.4608,0.5561,0.8246
10,0.6921,0.8329,0.6607,0.8329,0.3393,0.8329,0.3312,0.47,0.5561,0.8246
11,0.7008,0.8159,0.6755,0.8159,0.3245,0.8159,0.3354,0.4714,0.5561,0.8246
12,0.7142,0.7939,0.6954,0.7939,0.3046,0.7939,0.3458,0.4774,0.5561,0.8246
13,0.7276,0.7839,0.714,0.7839,0.286,0.7839,0.3558,0.4851,0.5561,0.8246
14,0.7309,0.7468,0.7256,0.7468,0.2744,0.7468,0.3528,0.4749,0.5561,0.8246
15,0.745,0.7363,0.7452,0.7363,0.2548,0.7363,0.364,0.4828,0.5561,0.8246
16,0.7557,0.7284,0.7598,0.7284,0.2402,0.7284,0.374,0.49,0.5561,0.8246
17,0.7658,0.7196,0.7734,0.7196,0.2266,0.7196,0.3858,0.498,0.5561,0.8246
18,0.7737,0.6978,0.7872,0.6978,0.2128,0.6978,0.3908,0.4968,0.5561,0.8246
19,0.7771,0.6737,0.7968,0.6737,0.2032,0.6737,0.391,0.4912,0.5561,0.8246
20,0.7818,0.6494,0.8071,0.6494,0.1929,0.6494,0.3947,0.4879,0.5561,0.8246
21,0.7858,0.6464,0.8128,0.6464,0.1872,0.6464,0.3994,0.4908,0.5561,0.8246
22,0.7872,0.6352,0.8169,0.6352,0.1831,0.6352,0.3995,0.4873,0.5561,0.8246
23,0.7925,0.622,0.8255,0.622,0.1744,0.622,0.4056,0.4885,0.5561,0.8246
24,0.7952,0.6144,0.8304,0.6144,0.1696,0.6144,0.4079,0.4876,0.5561,0.8246
25,0.8046,0.6109,0.8423,0.6109,0.1577,0.6109,0.4253,0.4987,0.5561,0.8246
26,0.8126,0.5836,0.8578,0.5836,0.1422,0.5836,0.4363,0.4951,0.5561,0.8246
27,0.8159,0.5721,0.8635,0.5721,0.1365,0.5721,0.4412,0.4932,0.5561,0.8246
28,0.8206,0.5607,0.8714,0.5607,0.1286,0.5607,0.4514,0.4943,0.5561,0.8246
29,0.8206,0.5607,0.8714,0.5607,0.1286,0.5607,0.4514,0.4943,0.5561,0.8246
30,0.83,0.5505,0.8852,0.5505,0.1148,0.5505,0.4776,0.5029,0.5561,0.8246
31,0.8327,0.5242,0.8941,0.5242,0.1059,0.5242,0.4765,0.4885,0.5561,0.8246
32,0.8354,0.5242,0.8972,0.5242,0.1028,0.5242,0.4837,0.492,0.5561,0.8246
33,0.8367,0.5057,0.9029,0.5057,0.0971,0.5057,0.4739,0.4766,0.5561,0.8246
