,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
30,0.873,0.321,0.9253,0.321,0.0747,0.321,0.3619,,0.4041,0.7778
31,0.875,0.3044,0.9298,0.3044,0.0702,0.3044,0.3696,,0.4041,0.7778
32,0.8754,0.2898,0.933,0.2898,0.067,0.2898,0.3693,,0.4041,0.7778
33,0.8786,0.2713,0.9389,0.2713,0.0611,0.2713,0.3663,,0.4041,0.7778
34,0.8826,0.2688,0.944,0.2688,0.056,0.2688,0.3896,,0.4041,0.7778
35,0.8862,0.2576,0.9495,0.2576,0.0505,0.2576,0.3935,,0.4041,0.7778
36,0.8874,0.2459,0.9522,0.2459,0.0478,0.2459,0.3941,,0.4041,0.7778
37,0.8894,0.2348,0.956,0.2348,0.0441,0.2348,0.4478,,0.4041,0.7778
38,0.8922,0.2258,0.9601,0.2258,0.0399,0.2258,0.4621,,0.4041,0.7778
39,0.893,0.206,0.9634,0.206,0.0366,0.206,0.4652,,0.4041,0.7778
40,0.8938,0.2014,0.9648,0.2014,0.0352,0.2014,0.4613,,0.4041,0.7778
41,0.8953,0.1923,0.9675,0.1923,0.0325,0.1923,0.4257,,0.4041,0.7778
42,0.8949,0.1846,0.9684,0.1846,0.0316,0.1846,0.4132,,0.4041,0.7778
43,0.896,0.1768,0.9707,0.1768,0.0293,0.1768,0.3146,,0.4041,0.7778
44,0.8968,0.1743,0.9721,0.1743,0.0279,0.1743,0.3146,,0.4041,0.7778
45,0.896,0.1654,0.973,0.1654,0.027,0.1654,0.3082,,0.4041,0.7778
46,0.8985,0.1654,0.9759,0.1654,0.0241,0.1654,0.3313,,0.4041,0.7778
47,0.8985,0.1654,0.9759,0.1654,0.0241,0.1654,0.3313,,0.4041,0.7778
48,0.8981,0.1629,0.9759,0.1629,0.0241,0.1629,0.3147,,0.4041,0.7778
49,0.9001,0.1605,0.9787,0.1605,0.0213,0.1605,0.342,,0.4041,0.7778
50,0.9006,0.1508,0.9801,0.1508,0.0199,0.1508,0.1949,,0.4041,0.7778
51,0.9002,0.1419,0.981,0.1419,0.0189,0.1419,0.1867,,0.4041,0.7778
52,0.9017,0.1358,0.9838,0.1358,0.0162,0.1358,0.2603,,0.4041,0.7778
53,0.9026,0.1358,0.9847,0.1358,0.0153,0.1358,0.2623,,0.4041,0.7778
54,0.9033,0.1358,0.9857,0.1358,0.0143,0.1358,0.2668,,0.4041,0.7778
55,0.9024,0.1282,0.9862,0.1282,0.0138,0.1282,0.2611,,0.4041,0.7778
56,0.9021,0.1258,0.9867,0.1258,0.0133,0.1258,0.2614,,0.4041,0.7778
57,0.9021,0.1258,0.9867,0.1258,0.0133,0.1258,0.2614,,0.4041,0.7778
58,0.9017,0.1127,0.9872,0.1127,0.0128,0.1127,0.2585,,0.4041,0.7778
59,0.9018,0.1045,0.9881,0.1045,0.0119,0.1045,0.159,,0.4041,0.7778
60,0.9022,0.1045,0.9886,0.1045,0.0114,0.1045,0.1605,,0.4041,0.7778
61,0.9029,0.1045,0.9896,0.1045,0.0104,0.1045,0.1703,,0.4041,0.7778
62,0.9034,0.0993,0.9914,0.0993,0.0086,0.0993,0.1891,,0.4041,0.7778
63,0.9034,0.0973,0.9919,0.0973,0.0081,0.0973,0.1971,,0.4041,0.7778
64,0.9034,0.0973,0.9919,0.0973,0.0081,0.0973,0.1971,,0.4041,0.7778
65,0.9043,0.0973,0.993,0.0973,0.007,0.0973,0.2131,,0.4041,0.7778
66,0.9027,0.089,0.993,0.089,0.007,0.089,0.21,,0.4041,0.7778
67,0.9016,0.0826,0.993,0.0826,0.007,0.0826,0.2066,,0.4041,0.7778
68,0.9027,0.0826,0.9944,0.0826,0.0056,0.0826,0.2125,,0.4041,0.7778
69,0.9035,0.0826,0.9953,0.0826,0.0047,0.0826,0.2179,,0.4041,0.7778
70,0.9035,0.0782,0.9958,0.0782,0.0042,0.0782,0.2114,,0.4041,0.7778
71,0.9035,0.0762,0.9963,0.0762,0.0037,0.0762,0.115,,0.4041,0.7778
72,0.9035,0.0762,0.9963,0.0762,0.0037,0.0762,0.115,,0.4041,0.7778
73,0.9035,0.0762,0.9963,0.0762,0.0037,0.0762,0.115,,0.4041,0.7778
74,0.9038,0.0595,0.9972,0.0595,0.0028,0.0595,0.1167,,0.4041,0.7778
75,0.9038,0.0595,0.9972,0.0595,0.0028,0.0595,0.1167,,0.4041,0.7778
76,0.9034,0.0571,0.9972,0.0571,0.0028,0.0571,0.1095,,0.4041,0.7778
77,0.9034,0.0571,0.9972,0.0571,0.0028,0.0571,0.1095,,0.4041,0.7778
78,0.9026,0.0546,0.9972,0.0546,0.0028,0.0546,0.1,,0.4041,0.7778
79,0.9023,0.0269,0.9981,0.0269,0.0019,0.0269,0.1333,,0.4041,0.7778
80,0.9023,0.0269,0.9981,0.0269,0.0019,0.0269,0.1333,,0.4041,0.7778
81,0.9023,0.0269,0.9981,0.0269,0.0019,0.0269,0.1333,,0.4041,0.7778
82,0.9023,0.0269,0.9981,0.0269,0.0019,0.0269,0.1333,,0.4041,0.7778
83,0.9031,0.0158,0.9995,0.0158,0.0005,0.0158,0.1667,,0.4041,0.7778
84,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
85,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
86,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
87,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
88,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
89,0.9028,0.0111,1.0,0.0111,0.0,0.0111,0.1,,0.4041,0.7778
90,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
91,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
92,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
93,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
94,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
95,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
96,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
97,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
98,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
99,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
100,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
101,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.4041,0.7778
