,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
51,0.8602,0.299,0.965,0.299,0.035,0.299,0.4676,,0.566,0.8307
52,0.8608,0.2949,0.9666,0.2949,0.0334,0.2949,0.4329,,0.566,0.8307
53,0.861,0.2913,0.9683,0.2913,0.0317,0.2913,0.4412,,0.566,0.8307
54,0.8603,0.2875,0.9683,0.2875,0.0317,0.2875,0.4376,,0.566,0.8307
55,0.8596,0.2797,0.9691,0.2797,0.0309,0.2797,0.4174,,0.566,0.8307
56,0.8604,0.2797,0.9699,0.2797,0.0301,0.2797,0.4174,,0.566,0.8307
57,0.8604,0.2797,0.9699,0.2797,0.0301,0.2797,0.4174,,0.566,0.8307
58,0.8624,0.2759,0.973,0.2759,0.027,0.2759,0.4786,,0.566,0.8307
59,0.8625,0.268,0.9747,0.268,0.0253,0.268,0.5424,,0.566,0.8307
60,0.8613,0.264,0.9747,0.264,0.0253,0.264,0.3758,,0.566,0.8307
61,0.8606,0.2602,0.9747,0.2602,0.0253,0.2602,0.3698,,0.566,0.8307
62,0.8593,0.2517,0.9747,0.2517,0.0253,0.2517,0.3613,,0.566,0.8307
63,0.8586,0.248,0.9747,0.248,0.0253,0.248,0.3502,,0.566,0.8307
64,0.8593,0.248,0.9755,0.248,0.0245,0.248,0.3752,,0.566,0.8307
65,0.8586,0.2442,0.9755,0.2442,0.0245,0.2442,0.3613,,0.566,0.8307
66,0.8586,0.2442,0.9755,0.2442,0.0245,0.2442,0.3613,,0.566,0.8307
67,0.8586,0.2366,0.9771,0.2366,0.0229,0.2366,0.2517,,0.566,0.8307
68,0.8594,0.2366,0.9788,0.2366,0.0213,0.2366,0.2549,,0.566,0.8307
69,0.8601,0.2366,0.9796,0.2366,0.0204,0.2366,0.2566,,0.566,0.8307
70,0.8607,0.2366,0.9804,0.2366,0.0196,0.2366,0.2583,,0.566,0.8307
71,0.8615,0.2366,0.9812,0.2366,0.0188,0.2366,0.2601,,0.566,0.8307
72,0.8622,0.2366,0.982,0.2366,0.018,0.2366,0.262,,0.566,0.8307
73,0.8642,0.2366,0.9845,0.2366,0.0155,0.2366,0.2679,,0.566,0.8307
74,0.8655,0.2366,0.9861,0.2366,0.0139,0.2366,0.2723,,0.566,0.8307
75,0.8655,0.233,0.987,0.233,0.013,0.233,0.2737,,0.566,0.8307
76,0.8655,0.2295,0.9878,0.2295,0.0122,0.2295,0.2752,,0.566,0.8307
77,0.8642,0.2189,0.9886,0.2189,0.0114,0.2189,0.275,,0.566,0.8307
78,0.8602,0.1788,0.9927,0.1788,0.0073,0.1788,0.2799,,0.566,0.8307
79,0.8491,0.0972,0.9984,0.0972,0.0016,0.0972,0.1522,,0.566,0.8307
80,0.8491,0.0972,0.9984,0.0972,0.0016,0.0972,0.1522,,0.566,0.8307
81,0.8484,0.0926,0.9984,0.0926,0.0016,0.0926,0.1515,,0.566,0.8307
82,0.8484,0.0926,0.9984,0.0926,0.0016,0.0926,0.1515,,0.566,0.8307
83,0.8484,0.0926,0.9984,0.0926,0.0016,0.0926,0.1515,,0.566,0.8307
84,0.8478,0.088,0.9984,0.088,0.0016,0.088,0.1508,,0.566,0.8307
85,0.8478,0.088,0.9984,0.088,0.0016,0.088,0.1508,,0.566,0.8307
86,0.8478,0.088,0.9984,0.088,0.0016,0.088,0.1508,,0.566,0.8307
87,0.8399,0.0232,1.0,0.0232,0.0,0.0232,0.1667,,0.566,0.8307
88,0.8372,0.0046,1.0,0.0046,0.0,0.0046,0.1667,,0.566,0.8307
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.566,0.8307
