,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
44,0.886,0.1901,0.9696,0.1901,0.0304,0.1901,0.1146,,0.3537,0.7734
45,0.8876,0.1901,0.9712,0.1901,0.0288,0.1901,0.1164,,0.3537,0.7734
46,0.8892,0.1901,0.9728,0.1901,0.0272,0.1901,0.1181,,0.3537,0.7734
47,0.8912,0.1878,0.9753,0.1878,0.0247,0.1878,0.1203,,0.3537,0.7734
48,0.8928,0.1841,0.9777,0.1841,0.0223,0.1841,0.122,,0.3537,0.7734
49,0.894,0.1818,0.9793,0.1818,0.0207,0.1818,0.1236,,0.3537,0.7734
50,0.8968,0.1796,0.9825,0.1796,0.0175,0.1796,0.1279,,0.3537,0.7734
51,0.8976,0.1454,0.9854,0.1454,0.0146,0.1454,0.1294,,0.3537,0.7734
52,0.8956,0.1068,0.9862,0.1068,0.0138,0.1068,0.1244,,0.3537,0.7734
53,0.8948,0.0879,0.9862,0.0879,0.0138,0.0879,0.1167,,0.3537,0.7734
54,0.8944,0.0856,0.9862,0.0856,0.0138,0.0856,0.1162,,0.3537,0.7734
55,0.8959,0.0816,0.9883,0.0816,0.0117,0.0816,0.1246,,0.3537,0.7734
56,0.8956,0.0602,0.9891,0.0602,0.0109,0.0602,0.1188,,0.3537,0.7734
57,0.8956,0.0602,0.9891,0.0602,0.0109,0.0602,0.1188,,0.3537,0.7734
58,0.8963,0.0602,0.9899,0.0602,0.0101,0.0602,0.1246,,0.3537,0.7734
59,0.8971,0.0602,0.9907,0.0602,0.0093,0.0602,0.1298,,0.3537,0.7734
60,0.8968,0.0552,0.9915,0.0552,0.0085,0.0552,0.1548,,0.3537,0.7734
61,0.8968,0.0552,0.9915,0.0552,0.0085,0.0552,0.1548,,0.3537,0.7734
62,0.8968,0.0279,0.9923,0.0279,0.0077,0.0279,0.2,,0.3537,0.7734
63,0.8968,0.0279,0.9923,0.0279,0.0077,0.0279,0.2,,0.3537,0.7734
64,0.8968,0.0279,0.9923,0.0279,0.0077,0.0279,0.2,,0.3537,0.7734
65,0.8968,0.0136,0.9928,0.0136,0.0072,0.0136,0.1,,0.3537,0.7734
66,0.8976,0.0136,0.9936,0.0136,0.0064,0.0136,0.1,,0.3537,0.7734
67,0.8971,0.0093,0.9936,0.0093,0.0064,0.0093,0.1,,0.3537,0.7734
68,0.8975,0.0093,0.9939,0.0093,0.006,0.0093,0.1,,0.3537,0.7734
69,0.8988,0.0093,0.9952,0.0093,0.0048,0.0093,0.1,,0.3537,0.7734
70,0.8999,0.0093,0.9964,0.0093,0.0036,0.0093,0.1,,0.3537,0.7734
71,0.9003,0.0093,0.9968,0.0093,0.0032,0.0093,0.1,,0.3537,0.7734
72,0.9007,0.0093,0.9972,0.0093,0.0028,0.0093,0.1,,0.3537,0.7734
73,0.9019,0.0093,0.9984,0.0093,0.0016,0.0093,0.1,,0.3537,0.7734
74,0.9015,0.007,0.9984,0.007,0.0016,0.007,0.1,,0.3537,0.7734
75,0.9023,0.007,0.9992,0.007,0.0008,0.007,0.1,,0.3537,0.7734
76,0.9023,0.007,0.9992,0.007,0.0008,0.007,0.1,,0.3537,0.7734
77,0.9016,0.0046,0.9992,0.0046,0.0008,0.0046,0.1,,0.3537,0.7734
78,0.9012,0.0023,0.9992,0.0023,0.0008,0.0023,0.1,,0.3537,0.7734
79,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.3537,0.7734
80,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.3537,0.7734
81,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.3537,0.7734
82,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.3537,0.7734
83,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.3537,0.7734
84,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.3537,0.7734
85,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.3537,0.7734
86,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
87,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
88,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
89,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
90,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
91,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
92,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
93,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
94,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
95,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
96,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
97,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
98,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
99,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
100,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
101,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3537,0.7734
