,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.0984,1.0,0.0,1.0,1.0,1.0,0.0984,0.168,0.3537,0.7734
1,0.2055,1.0,0.1202,1.0,0.8798,1.0,0.1123,0.1876,0.3537,0.7734
2,0.3566,0.9704,0.2938,0.9704,0.7062,0.9704,0.1398,0.222,0.3537,0.7734
3,0.4494,0.9569,0.4007,0.9569,0.5993,0.9569,0.1698,0.2531,0.3537,0.7734
4,0.5272,0.9225,0.4909,0.9225,0.5091,0.9225,0.1906,0.2722,0.3537,0.7734
5,0.5913,0.8829,0.5719,0.8829,0.4281,0.8829,0.203,0.2806,0.3537,0.7734
6,0.6372,0.8655,0.6276,0.8655,0.3724,0.8655,0.2199,0.2941,0.3537,0.7734
7,0.6772,0.7288,0.6791,0.7288,0.3209,0.7288,0.2263,,0.3537,0.7734
8,0.702,0.6986,0.7126,0.6986,0.2874,0.6986,0.23,,0.3537,0.7734
9,0.7207,0.6539,0.7391,0.6539,0.2609,0.6539,0.2273,,0.3537,0.7734
10,0.7396,0.63,0.7647,0.63,0.2353,0.63,0.2323,,0.3537,0.7734
11,0.7551,0.6136,0.7854,0.6136,0.2146,0.6136,0.2413,,0.3537,0.7734
12,0.7653,0.5973,0.7998,0.5973,0.2002,0.5973,0.2473,,0.3537,0.7734
13,0.7751,0.5746,0.8151,0.5746,0.1849,0.5746,0.25,,0.3537,0.7734
14,0.785,0.534,0.8278,0.534,0.1722,0.534,0.2676,,0.3537,0.7734
15,0.7902,0.4661,0.8375,0.4661,0.1625,0.4661,0.2507,,0.3537,0.7734
16,0.7978,0.4593,0.8473,0.4593,0.1527,0.4593,0.2397,,0.3537,0.7734
17,0.8041,0.4313,0.8554,0.4313,0.1446,0.4313,0.2443,,0.3537,0.7734
18,0.8073,0.3909,0.8606,0.3909,0.1394,0.3909,0.2402,,0.3537,0.7734
19,0.8139,0.3909,0.8679,0.3909,0.1321,0.3909,0.2656,,0.3537,0.7734
20,0.8184,0.3847,0.874,0.3847,0.126,0.3847,0.2679,,0.3537,0.7734
21,0.8239,0.3783,0.8812,0.3783,0.1188,0.3783,0.3041,,0.3537,0.7734
22,0.83,0.3694,0.8895,0.3694,0.1105,0.3694,0.3064,,0.3537,0.7734
23,0.8368,0.3672,0.8975,0.3672,0.1025,0.3672,0.3194,,0.3537,0.7734
24,0.8419,0.3586,0.9048,0.3586,0.0952,0.3586,0.3186,,0.3537,0.7734
25,0.8459,0.3516,0.9101,0.3516,0.0899,0.3516,0.3183,,0.3537,0.7734
26,0.8486,0.3457,0.9146,0.3457,0.0854,0.3457,0.2232,,0.3537,0.7734
27,0.8514,0.3434,0.9183,0.3434,0.0817,0.3434,0.2415,,0.3537,0.7734
28,0.857,0.3381,0.9254,0.3381,0.0746,0.3381,0.2502,,0.3537,0.7734
29,0.857,0.3381,0.9254,0.3381,0.0746,0.3381,0.2502,,0.3537,0.7734
30,0.8599,0.2802,0.9345,0.2802,0.0655,0.2802,0.2561,,0.3537,0.7734
31,0.8624,0.2726,0.9384,0.2726,0.0616,0.2726,0.2493,,0.3537,0.7734
32,0.864,0.2204,0.9408,0.2204,0.0592,0.2204,0.2417,,0.3537,0.7734
33,0.8664,0.2083,0.9459,0.2083,0.0541,0.2083,0.2198,,0.3537,0.7734
34,0.8677,0.2064,0.9479,0.2064,0.0521,0.2064,0.1727,,0.3537,0.7734
35,0.8729,0.2064,0.9532,0.2064,0.0468,0.2064,0.1874,,0.3537,0.7734
36,0.8749,0.2042,0.9557,0.2042,0.0443,0.2042,0.1831,,0.3537,0.7734
37,0.8761,0.2021,0.9574,0.2021,0.0426,0.2021,0.211,,0.3537,0.7734
38,0.8785,0.1976,0.9607,0.1976,0.0393,0.1976,0.2118,,0.3537,0.7734
39,0.8813,0.1954,0.9639,0.1954,0.0361,0.1954,0.1123,,0.3537,0.7734
40,0.8822,0.1954,0.9648,0.1954,0.0352,0.1954,0.1125,,0.3537,0.7734
41,0.8837,0.1954,0.9663,0.1954,0.0337,0.1954,0.113,,0.3537,0.7734
42,0.8848,0.1932,0.968,0.1932,0.032,0.1932,0.1142,,0.3537,0.7734
43,0.8848,0.1901,0.9684,0.1901,0.0316,0.1901,0.1145,,0.3537,0.7734
