,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.0988,1.0,0.0,1.0,1.0,1.0,0.0988,0.1649,0.2507,0.6524
1,0.0984,0.9983,0.0,0.9983,1.0,0.9983,0.0985,0.1644,0.2507,0.6524
2,0.1001,0.9914,0.0028,0.9914,0.9972,0.9914,0.0982,0.1638,0.2507,0.6524
3,0.1656,0.9691,0.0734,0.9691,0.9266,0.9691,0.098,0.1627,0.2507,0.6524
4,0.2128,0.9278,0.1296,0.9278,0.8704,0.9278,0.0957,0.1576,0.2507,0.6524
5,0.286,0.9226,0.2067,0.9226,0.7933,0.9226,0.0978,0.1604,0.2507,0.6524
6,0.3292,0.9077,0.2564,0.9077,0.7436,0.9077,0.0997,0.1621,0.2507,0.6524
7,0.3916,0.8946,0.327,0.8946,0.673,0.8946,0.1016,0.1639,0.2507,0.6524
8,0.4492,0.8907,0.3908,0.8907,0.6092,0.8907,0.1057,0.1688,0.2507,0.6524
9,0.5096,0.8755,0.4601,0.8755,0.5399,0.8755,0.1166,0.1735,0.2507,0.6524
10,0.5825,0.6772,0.5651,0.6772,0.4349,0.6772,0.0841,,0.2507,0.6524
11,0.6896,0.5585,0.6878,0.5585,0.3122,0.5585,0.0916,,0.2507,0.6524
12,0.7539,0.537,0.7656,0.537,0.2344,0.537,0.1102,,0.2507,0.6524
13,0.7781,0.4218,0.7948,0.4218,0.2052,0.4218,0.1099,,0.2507,0.6524
14,0.8129,0.381,0.8428,0.381,0.1572,0.381,0.1058,,0.2507,0.6524
15,0.8386,0.3483,0.8821,0.3483,0.1179,0.3483,0.089,,0.2507,0.6524
16,0.8431,0.346,0.888,0.346,0.112,0.346,0.0892,,0.2507,0.6524
17,0.8491,0.3339,0.8982,0.3339,0.1018,0.3339,0.0918,,0.2507,0.6524
18,0.8552,0.3264,0.9075,0.3264,0.0925,0.3264,0.0964,,0.2507,0.6524
19,0.8668,0.284,0.9355,0.284,0.0645,0.284,0.098,,0.2507,0.6524
20,0.8821,0.144,0.9678,0.144,0.0322,0.144,0.1182,,0.2507,0.6524
21,0.8849,0.1367,0.9728,0.1367,0.0272,0.1367,0.0691,,0.2507,0.6524
22,0.8904,0.1367,0.9786,0.1367,0.0214,0.1367,0.0833,,0.2507,0.6524
23,0.8904,0.1333,0.9795,0.1333,0.0205,0.1333,0.0833,,0.2507,0.6524
24,0.892,0.1333,0.9813,0.1333,0.0187,0.1333,0.0881,,0.2507,0.6524
25,0.8924,0.1271,0.9832,0.1271,0.0168,0.1271,0.0896,,0.2507,0.6524
26,0.8943,0.125,0.9862,0.125,0.0138,0.125,0.095,,0.2507,0.6524
27,0.896,0.125,0.9878,0.125,0.0122,0.125,0.095,,0.2507,0.6524
