,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
61,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
62,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
63,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
64,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
65,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
66,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
67,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
68,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
69,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
70,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
71,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
72,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
73,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
74,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
75,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
76,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
77,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
78,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
79,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
80,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
81,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
82,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
83,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5013,0.7957
