t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,238,0,14,0.0556,1.0,0.0,1.0,1.0,1.0,0.0556,0.1053,0.6986,0.3529
0.01,0,238,0,14,0.0556,1.0,0.0,1.0,1.0,1.0,0.0556,0.1053,0.6986,0.3529
0.02,0,238,0,14,0.0556,1.0,0.0,1.0,1.0,1.0,0.0556,0.1053,0.6986,0.3529
0.03,0,238,0,14,0.0556,1.0,0.0,1.0,1.0,1.0,0.0556,0.1053,0.6986,0.3529
0.04,18,220,0,14,0.127,1.0,0.0756,1.0,0.9244,1.0,0.0598,0.1129,0.6986,0.3529
0.05,41,197,0,14,0.2183,1.0,0.1723,1.0,0.8277,1.0,0.0664,0.1244,0.6986,0.3529
0.06,52,186,0,14,0.2619,1.0,0.2185,1.0,0.7815,1.0,0.07,0.1308,0.6986,0.3529
0.07,59,179,0,14,0.2897,1.0,0.2479,1.0,0.7521,1.0,0.0725,0.1353,0.6986,0.3529
0.08,60,177,0,14,0.2948,1.0,0.2532,1.0,0.7468,1.0,0.0733,0.1366,0.6986,0.3529
0.09,64,174,0,14,0.3095,1.0,0.2689,1.0,0.7311,1.0,0.0745,0.1386,0.6986,0.3529
0.1,65,173,0,14,0.3135,1.0,0.2731,1.0,0.7269,1.0,0.0749,0.1393,0.6986,0.3529
0.11,67,170,0,14,0.3227,1.0,0.2827,1.0,0.7173,1.0,0.0761,0.1414,0.6986,0.3529
0.12,139,99,4,9,0.5896,0.6923,0.584,0.6923,0.416,0.6923,0.0833,0.1488,0.6986,0.3529
0.13,183,54,9,4,0.748,0.3077,0.7722,0.3077,0.2278,0.3077,0.069,0.1127,0.6986,0.3529
0.14,206,31,9,4,0.84,0.3077,0.8692,0.3077,0.1308,0.3077,0.1143,0.1667,0.6986,0.3529
0.15,225,13,9,4,0.9124,0.3077,0.9454,0.3077,0.0546,0.3077,0.2353,0.2667,0.6986,0.3529
0.16,237,1,10,3,0.9562,0.2308,0.9958,0.2308,0.0042,0.2308,0.75,0.3529,0.6986,0.3529
0.17,237,1,14,0,0.9405,0.0,0.9958,0.0,0.0042,0.0,0.0,,0.6986,0.3529
0.18,237,1,14,0,0.9405,0.0,0.9958,0.0,0.0042,0.0,0.0,,0.6986,0.3529
0.19,237,1,14,0,0.9405,0.0,0.9958,0.0,0.0042,0.0,0.0,,0.6986,0.3529
0.2,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.21,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.22,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.23,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.24,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.25,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.26,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.27,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.28,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.29,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.3,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.31,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.32,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.33,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.34,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.35,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.36,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.37,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.38,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.39,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
0.4,238,0,14,0,0.9444,0.0,1.0,0.0,0.0,0.0,0.0,,0.6986,0.3529
