,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2808,0.4669,0.7426
1,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2808,0.4669,0.7426
2,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2808,0.4669,0.7426
3,0.1648,1.0,0.0008,1.0,0.9992,1.0,0.1642,0.2811,0.4669,0.7426
4,0.1663,1.0,0.0024,1.0,0.9976,1.0,0.1646,0.2816,0.4669,0.7426
5,0.183,1.0,0.0224,1.0,0.9776,1.0,0.1678,0.2863,0.4669,0.7426
6,0.2166,1.0,0.0617,1.0,0.9383,1.0,0.1727,0.2935,0.4669,0.7426
7,0.2951,0.9712,0.1556,0.9712,0.8444,0.9712,0.1861,0.3119,0.4669,0.7426
8,0.3508,0.9712,0.221,0.9712,0.779,0.9712,0.2079,0.3398,0.4669,0.7426
9,0.3683,0.9712,0.2416,0.9712,0.7584,0.9712,0.215,0.3487,0.4669,0.7426
10,0.4797,0.9338,0.3857,0.9338,0.6143,0.9338,0.2371,0.3761,0.4669,0.7426
11,0.5239,0.8274,0.4597,0.8274,0.5403,0.8274,0.2434,0.3674,0.4669,0.7426
12,0.5473,0.8188,0.4899,0.8188,0.5101,0.8188,0.2515,0.3761,0.4669,0.7426
13,0.57,0.7926,0.5225,0.7926,0.4775,0.7926,0.2592,0.3808,0.4669,0.7426
14,0.5887,0.7624,0.5516,0.7624,0.4484,0.7624,0.267,0.3805,0.4669,0.7426
15,0.6108,0.741,0.5823,0.741,0.4177,0.741,0.2793,0.3883,0.4669,0.7426
16,0.6562,0.6789,0.6506,0.6789,0.3494,0.6789,0.3089,0.3999,0.4669,0.7426
17,0.6693,0.6599,0.6709,0.6599,0.329,0.6599,0.3273,0.405,0.4669,0.7426
18,0.7195,0.6098,0.7404,0.6098,0.2596,0.6098,0.3635,0.4246,0.4669,0.7426
19,0.7343,0.5917,0.7619,0.5917,0.2381,0.5917,0.3793,0.4279,0.4669,0.7426
20,0.7416,0.5734,0.7746,0.5734,0.2254,0.5734,0.3886,0.4272,0.4669,0.7426
21,0.7524,0.5537,0.7914,0.5537,0.2086,0.5537,0.4268,0.433,0.4669,0.7426
22,0.7599,0.4536,0.8224,0.4536,0.1776,0.4536,0.3205,,0.4669,0.7426
23,0.7666,0.4416,0.8327,0.4416,0.1673,0.4416,0.33,,0.4669,0.7426
24,0.7687,0.4177,0.84,0.4177,0.16,0.4177,0.3267,,0.4669,0.7426
25,0.7901,0.4032,0.8685,0.4032,0.1315,0.4032,0.3326,,0.4669,0.7426
26,0.7907,0.3528,0.878,0.3528,0.122,0.3528,0.3167,,0.4669,0.7426
27,0.8034,0.3042,0.901,0.3042,0.099,0.3042,0.3128,,0.4669,0.7426
28,0.8094,0.2827,0.9121,0.2827,0.0879,0.2827,0.3142,,0.4669,0.7426
29,0.8094,0.2827,0.9121,0.2827,0.0879,0.2827,0.3142,,0.4669,0.7426
30,0.8168,0.2472,0.9272,0.2472,0.0729,0.2472,0.312,,0.4669,0.7426
31,0.8182,0.241,0.9295,0.241,0.0705,0.241,0.3205,,0.4669,0.7426
32,0.8195,0.221,0.9349,0.221,0.0651,0.221,0.3074,,0.4669,0.7426
33,0.8176,0.1804,0.9415,0.1804,0.0585,0.1804,0.1255,,0.4669,0.7426
34,0.8185,0.1743,0.9437,0.1743,0.0563,0.1743,0.1282,,0.4669,0.7426
35,0.8185,0.1681,0.9445,0.1681,0.0555,0.1681,0.1244,,0.4669,0.7426
36,0.8192,0.1619,0.946,0.1619,0.054,0.1619,0.1249,,0.4669,0.7426
37,0.8206,0.1619,0.9484,0.1619,0.0516,0.1619,0.1283,,0.4669,0.7426
38,0.82,0.1496,0.9492,0.1496,0.0509,0.1496,0.1213,,0.4669,0.7426
39,0.8206,0.1434,0.9506,0.1434,0.0494,0.1434,0.1213,,0.4669,0.7426
40,0.8226,0.1249,0.9553,0.1249,0.0447,0.1249,0.1083,,0.4669,0.7426
41,0.8214,0.1214,0.9553,0.1214,0.0447,0.1214,0.107,,0.4669,0.7426
42,0.8241,0.1152,0.9591,0.1152,0.0409,0.1152,0.1209,,0.4669,0.7426
43,0.8262,0.0993,0.9645,0.0993,0.0355,0.0993,0.0657,,0.4669,0.7426
44,0.8269,0.0993,0.9654,0.0993,0.0346,0.0993,0.0667,,0.4669,0.7426
45,0.827,0.0958,0.9662,0.0958,0.0338,0.0958,0.0662,,0.4669,0.7426
46,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
47,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
48,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
49,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
50,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
51,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
52,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
53,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
54,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
55,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
56,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
57,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
58,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
59,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
60,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
61,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
62,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
63,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
64,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
65,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
66,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
67,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
68,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
69,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
70,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
71,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
72,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
73,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
74,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
75,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
76,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
77,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
78,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
79,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
80,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
81,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
82,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
83,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4669,0.7426
