t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,230,0,21,0.0837,1.0,0.0,1.0,1.0,1.0,0.0837,0.1544,0.9355,0.5926
0.01,52,177,0,21,0.292,1.0,0.2271,1.0,0.7729,1.0,0.1061,0.1918,0.9355,0.5926
0.02,102,127,0,20,0.49,1.0,0.4454,1.0,0.5546,1.0,0.1361,0.2395,0.9355,0.5926
0.03,124,105,1,19,0.5743,0.95,0.5415,0.95,0.4585,0.95,0.1532,0.2639,0.9355,0.5926
0.04,160,69,1,19,0.7189,0.95,0.6987,0.95,0.3013,0.95,0.2159,0.3519,0.9355,0.5926
0.05,184,45,1,19,0.8153,0.95,0.8035,0.95,0.1965,0.95,0.2969,0.4524,0.9355,0.5926
0.06,187,42,2,18,0.8233,0.9,0.8166,0.9,0.1834,0.9,0.3,0.45,0.9355,0.5926
0.07,194,35,2,18,0.8514,0.9,0.8472,0.9,0.1528,0.9,0.3396,0.4932,0.9355,0.5926
0.08,197,32,2,18,0.8635,0.9,0.8603,0.9,0.1397,0.9,0.36,0.5143,0.9355,0.5926
0.09,198,31,2,18,0.8675,0.9,0.8646,0.9,0.1354,0.9,0.3673,0.5217,0.9355,0.5926
0.1,199,30,2,18,0.8715,0.9,0.869,0.9,0.131,0.9,0.375,0.5294,0.9355,0.5926
0.11,202,27,2,18,0.8835,0.9,0.8821,0.9,0.1179,0.9,0.4,0.5538,0.9355,0.5926
0.12,206,23,3,17,0.8956,0.85,0.8996,0.85,0.1004,0.85,0.425,0.5667,0.9355,0.5926
0.13,208,21,3,17,0.9036,0.85,0.9083,0.85,0.0917,0.85,0.4474,0.5862,0.9355,0.5926
0.14,211,18,4,16,0.9116,0.8,0.9214,0.8,0.0786,0.8,0.4706,0.5926,0.9355,0.5926
0.15,212,17,5,15,0.9116,0.75,0.9258,0.75,0.0742,0.75,0.4688,0.5769,0.9355,0.5926
0.16,213,16,5,15,0.9157,0.75,0.9301,0.75,0.0699,0.75,0.4839,0.5882,0.9355,0.5926
0.17,214,15,6,14,0.9157,0.7,0.9345,0.7,0.0655,0.7,0.4828,0.5714,0.9355,0.5926
0.18,214,15,7,13,0.9116,0.65,0.9345,0.65,0.0655,0.65,0.4643,0.5417,0.9355,0.5926
0.19,214,15,7,13,0.9116,0.65,0.9345,0.65,0.0655,0.65,0.4643,0.5417,0.9355,0.5926
0.2,214,15,7,13,0.9116,0.65,0.9345,0.65,0.0655,0.65,0.4643,0.5417,0.9355,0.5926
0.21,214,15,7,13,0.9116,0.65,0.9345,0.65,0.0655,0.65,0.4643,0.5417,0.9355,0.5926
0.22,216,13,7,13,0.9197,0.65,0.9432,0.65,0.0568,0.65,0.5,0.5652,0.9355,0.5926
0.23,216,13,8,12,0.9157,0.6,0.9432,0.6,0.0568,0.6,0.48,0.5333,0.9355,0.5926
0.24,217,12,8,12,0.9197,0.6,0.9476,0.6,0.0524,0.6,0.5,0.5455,0.9355,0.5926
0.25,217,12,8,12,0.9197,0.6,0.9476,0.6,0.0524,0.6,0.5,0.5455,0.9355,0.5926
0.26,218,11,8,12,0.9237,0.6,0.952,0.6,0.048,0.6,0.5217,0.5581,0.9355,0.5926
0.27,218,11,8,12,0.9237,0.6,0.952,0.6,0.048,0.6,0.5217,0.5581,0.9355,0.5926
0.28,219,10,8,12,0.9277,0.6,0.9563,0.6,0.0437,0.6,0.5455,0.5714,0.9355,0.5926
0.29,219,10,8,12,0.9277,0.6,0.9563,0.6,0.0437,0.6,0.5455,0.5714,0.9355,0.5926
0.3,220,9,8,12,0.9317,0.6,0.9607,0.6,0.0393,0.6,0.5714,0.5854,0.9355,0.5926
0.31,220,9,9,11,0.9277,0.55,0.9607,0.55,0.0393,0.55,0.55,0.55,0.9355,0.5926
0.32,220,9,9,11,0.9277,0.55,0.9607,0.55,0.0393,0.55,0.55,0.55,0.9355,0.5926
0.33,220,9,9,11,0.9277,0.55,0.9607,0.55,0.0393,0.55,0.55,0.55,0.9355,0.5926
0.34,220,9,9,11,0.9277,0.55,0.9607,0.55,0.0393,0.55,0.55,0.55,0.9355,0.5926
0.35,221,8,9,11,0.9317,0.55,0.9651,0.55,0.0349,0.55,0.5789,0.5641,0.9355,0.5926
0.36,221,8,9,11,0.9317,0.55,0.9651,0.55,0.0349,0.55,0.5789,0.5641,0.9355,0.5926
0.37,221,8,9,11,0.9317,0.55,0.9651,0.55,0.0349,0.55,0.5789,0.5641,0.9355,0.5926
0.38,221,8,9,11,0.9317,0.55,0.9651,0.55,0.0349,0.55,0.5789,0.5641,0.9355,0.5926
0.39,222,7,9,11,0.9357,0.55,0.9694,0.55,0.0306,0.55,0.6111,0.5789,0.9355,0.5926
0.4,222,7,10,10,0.9317,0.5,0.9694,0.5,0.0306,0.5,0.5882,0.5405,0.9355,0.5926
0.41,222,7,10,10,0.9317,0.5,0.9694,0.5,0.0306,0.5,0.5882,0.5405,0.9355,0.5926
0.42,223,6,10,10,0.9357,0.5,0.9738,0.5,0.0262,0.5,0.625,0.5556,0.9355,0.5926
0.43,223,6,10,10,0.9357,0.5,0.9738,0.5,0.0262,0.5,0.625,0.5556,0.9355,0.5926
0.44,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.45,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.46,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.47,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.48,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.49,224,5,10,10,0.9398,0.5,0.9782,0.5,0.0218,0.5,0.6667,0.5714,0.9355,0.5926
0.5,224,5,11,9,0.9357,0.45,0.9782,0.45,0.0218,0.45,0.6429,0.5294,0.9355,0.5926
0.51,224,5,11,9,0.9357,0.45,0.9782,0.45,0.0218,0.45,0.6429,0.5294,0.9355,0.5926
0.52,224,5,11,9,0.9357,0.45,0.9782,0.45,0.0218,0.45,0.6429,0.5294,0.9355,0.5926
0.53,224,5,11,9,0.9357,0.45,0.9782,0.45,0.0218,0.45,0.6429,0.5294,0.9355,0.5926
0.54,224,5,11,9,0.9357,0.45,0.9782,0.45,0.0218,0.45,0.6429,0.5294,0.9355,0.5926
0.55,225,4,11,9,0.9398,0.45,0.9825,0.45,0.0175,0.45,0.6923,0.5455,0.9355,0.5926
0.56,225,4,11,9,0.9398,0.45,0.9825,0.45,0.0175,0.45,0.6923,0.5455,0.9355,0.5926
0.57,225,4,11,9,0.9398,0.45,0.9825,0.45,0.0175,0.45,0.6923,0.5455,0.9355,0.5926
0.58,225,4,11,9,0.9398,0.45,0.9825,0.45,0.0175,0.45,0.6923,0.5455,0.9355,0.5926
0.59,225,4,11,9,0.9398,0.45,0.9825,0.45,0.0175,0.45,0.6923,0.5455,0.9355,0.5926
