,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
33,0.8608,0.1175,0.9436,0.1175,0.0564,0.1175,0.126,,0.2641,0.6811
34,0.8628,0.1175,0.9458,0.1175,0.0542,0.1175,0.1443,,0.2641,0.6811
35,0.8636,0.1175,0.9466,0.1175,0.0534,0.1175,0.1445,,0.2641,0.6811
36,0.866,0.1147,0.9494,0.1147,0.0506,0.1147,0.0949,,0.2641,0.6811
37,0.8676,0.1147,0.9511,0.1147,0.0489,0.1147,0.0972,,0.2641,0.6811
38,0.8692,0.1147,0.9529,0.1147,0.0471,0.1147,0.1,,0.2641,0.6811
39,0.8704,0.1147,0.9542,0.1147,0.0458,0.1147,0.1017,,0.2641,0.6811
40,0.8728,0.1147,0.9566,0.1147,0.0434,0.1147,0.1022,,0.2641,0.6811
41,0.8732,0.1147,0.957,0.1147,0.043,0.1147,0.1023,,0.2641,0.6811
42,0.874,0.1099,0.9586,0.1099,0.0414,0.1099,0.0996,,0.2641,0.6811
43,0.8747,0.1099,0.9594,0.1099,0.0406,0.1099,0.0996,,0.2641,0.6811
44,0.8771,0.1099,0.9618,0.1099,0.0382,0.1099,0.0996,,0.2641,0.6811
45,0.8775,0.1099,0.9622,0.1099,0.0378,0.1099,0.0996,,0.2641,0.6811
46,0.8784,0.1079,0.9639,0.1079,0.0361,0.1079,0.0979,,0.2641,0.6811
47,0.8824,0.1055,0.9684,0.1055,0.0317,0.1055,0.0968,,0.2641,0.6811
48,0.8847,0.1055,0.9709,0.1055,0.0291,0.1055,0.0992,,0.2641,0.6811
49,0.8863,0.1031,0.9729,0.1031,0.0271,0.1031,0.098,,0.2641,0.6811
50,0.8879,0.1031,0.9745,0.1031,0.0255,0.1031,0.0985,,0.2641,0.6811
51,0.8899,0.1007,0.9771,0.1007,0.0229,0.1007,0.102,,0.2641,0.6811
52,0.8907,0.1007,0.9779,0.1007,0.0221,0.1007,0.102,,0.2641,0.6811
53,0.8919,0.1007,0.9791,0.1007,0.0209,0.1007,0.1031,,0.2641,0.6811
54,0.8931,0.1007,0.9803,0.1007,0.0197,0.1007,0.1044,,0.2641,0.6811
55,0.8931,0.0784,0.9811,0.0784,0.0189,0.0784,0.0992,,0.2641,0.6811
56,0.8947,0.0784,0.9829,0.0784,0.0171,0.0784,0.1045,,0.2641,0.6811
57,0.8947,0.0784,0.9829,0.0784,0.0171,0.0784,0.1045,,0.2641,0.6811
58,0.8947,0.0784,0.9829,0.0784,0.0171,0.0784,0.1045,,0.2641,0.6811
59,0.8966,0.0784,0.9849,0.0784,0.0151,0.0784,0.106,,0.2641,0.6811
60,0.8959,0.0736,0.9849,0.0736,0.0151,0.0736,0.1019,,0.2641,0.6811
61,0.897,0.0712,0.9867,0.0712,0.0133,0.0712,0.1082,,0.2641,0.6811
62,0.897,0.0712,0.9867,0.0712,0.0133,0.0712,0.1082,,0.2641,0.6811
63,0.897,0.0512,0.9872,0.0512,0.0128,0.0512,0.1085,,0.2641,0.6811
64,0.8982,0.0512,0.9885,0.0512,0.0115,0.0512,0.1122,,0.2641,0.6811
65,0.8986,0.0512,0.9889,0.0512,0.0111,0.0512,0.1127,,0.2641,0.6811
66,0.8986,0.0512,0.9889,0.0512,0.0111,0.0512,0.1127,,0.2641,0.6811
67,0.8994,0.0512,0.9897,0.0512,0.0103,0.0512,0.1139,,0.2641,0.6811
68,0.899,0.0494,0.9897,0.0494,0.0103,0.0494,0.1067,,0.2641,0.6811
69,0.8998,0.0494,0.9905,0.0494,0.0095,0.0494,0.1084,,0.2641,0.6811
70,0.8998,0.0494,0.9905,0.0494,0.0095,0.0494,0.1084,,0.2641,0.6811
71,0.9002,0.047,0.9913,0.047,0.0087,0.047,0.1083,,0.2641,0.6811
72,0.901,0.027,0.9926,0.027,0.0074,0.027,0.0991,,0.2641,0.6811
73,0.9014,0.027,0.993,0.027,0.007,0.027,0.0991,,0.2641,0.6811
74,0.9022,0.027,0.9939,0.027,0.0061,0.027,0.1062,,0.2641,0.6811
75,0.9022,0.027,0.9939,0.027,0.0061,0.027,0.1062,,0.2641,0.6811
76,0.9022,0.027,0.9939,0.027,0.0061,0.027,0.1062,,0.2641,0.6811
77,0.9018,0.0251,0.9939,0.0251,0.0061,0.0251,0.0962,,0.2641,0.6811
78,0.9018,0.0251,0.9939,0.0251,0.0061,0.0251,0.0962,,0.2641,0.6811
79,0.9018,0.0251,0.9939,0.0251,0.0061,0.0251,0.0962,,0.2641,0.6811
80,0.9014,0.0228,0.9939,0.0228,0.0061,0.0228,0.0933,,0.2641,0.6811
81,0.9026,0.0228,0.9954,0.0228,0.0046,0.0228,0.1115,,0.2641,0.6811
82,0.903,0.0209,0.9963,0.0209,0.0037,0.0209,0.1115,,0.2641,0.6811
83,0.9039,0.0209,0.9973,0.0209,0.0027,0.0209,0.1667,,0.2641,0.6811
84,0.9039,0.0185,0.9977,0.0185,0.0023,0.0185,0.1636,,0.2641,0.6811
85,0.9035,0.0167,0.9977,0.0167,0.0023,0.0167,0.0636,,0.2641,0.6811
86,0.9034,0.0122,0.9981,0.0122,0.0019,0.0122,0.0556,,0.2641,0.6811
87,0.9035,0.0095,0.9991,0.0095,0.001,0.0095,0.0667,,0.2641,0.6811
88,0.9035,0.0095,0.9991,0.0095,0.001,0.0095,0.0667,,0.2641,0.6811
89,0.9039,0.0095,0.9995,0.0095,0.0005,0.0095,0.08,,0.2641,0.6811
90,0.9035,0.0071,0.9995,0.0071,0.0005,0.0071,0.075,,0.2641,0.6811
91,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
92,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
93,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
94,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
95,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
96,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
97,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
98,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
99,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
100,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
101,0.9028,0.0,1.0,0.0,0.0,0.0,0.0,,0.2641,0.6811
